loanId,borrowerId,loanType,originationDate,maturityDate,originalPrincipal,currentBalance,interestRate,termMonths,borrowerState,loanPurpose,creditGrade,employmentLength,incomeBand,paymentStatus,daysPastDue,servicerName,lastPaymentDate
LN-10308,BRW-90308,Personal,2021-02-24,2026-06-02,9682,8213,7.12,60,OH,Home Improvement,D,< 1 year,150k-200k,Fully Paid,0,LoanCare,2025-04-30
LN-10309,BRW-90309,Personal,2019-07-10,2026-10-10,24192,14432,12.60,36,GA,Home Improvement,E,10+ years,150k-200k,Current,0,Wells Fargo,2022-05-27
LN-10310,BRW-90310,Personal,2020-07-31,2025-12-17,37467,24957,13.77,60,NC,Medical Expenses,C,4-7 years,150k-200k,Late (31-120 days),41,Cenlar,2022-01-20
LN-10311,BRW-90311,Personal,2019-06-17,2027-02-20,44826,25241,7.33,60,NC,Debt Consolidation,B,1-3 years,100k-150k,In Grace Period,0,LoanCare,2022-08-26
LN-10312,BRW-90312,Personal,2019-10-27,2023-05-09,17879,14112,9.69,60,OH,Medical Expenses,E,8-10 years,50k-100k,In Grace Period,0,LoanCare,2025-10-30
LN-10313,BRW-90313,Personal,2022-05-22,2023-06-28,10358,8058,12.17,36,MI,Credit Card Refinancing,D,1-3 years,50k-100k,Charged Off,0,Mr. Cooper,2024-09-02
LN-10314,BRW-90314,Personal,2018-05-17,2023-08-18,44690,43066,17.97,36,PA,Home Improvement,E,10+ years,200k+,In Grace Period,0,Mr. Cooper,2023-09-17
LN-10315,BRW-90315,Personal,2020-09-18,2025-10-03,6006,5329,12.90,60,TX,Home Improvement,B,10+ years,100k-150k,Fully Paid,0,Wells Fargo,2026-08-15
LN-10316,BRW-90316,Personal,2018-12-21,2027-07-18,8229,7223,15.66,36,PA,Credit Card Refinancing,D,8-10 years,50k-100k,In Grace Period,0,LoanCare,2022-06-23
LN-10317,BRW-90317,Personal,2019-03-06,2025-09-22,34535,18141,5.84,36,NC,Home Improvement,B,8-10 years,0-50k,Charged Off,0,Mr. Cooper,2022-04-13
LN-10318,BRW-90318,Personal,2021-01-02,2028-01-10,14644,13905,17.92,36,NC,Credit Card Refinancing,C,8-10 years,50k-100k,Late (31-120 days),31,Mr. Cooper,2025-03-23
LN-10319,BRW-90319,Personal,2019-09-06,2024-09-20,37984,28298,12.59,36,NC,Major Purchase,E,10+ years,0-50k,Fully Paid,0,Wells Fargo,2026-02-11
LN-10320,BRW-90320,Personal,2019-11-17,2023-07-14,37236,29168,9.78,36,NY,Home Improvement,D,10+ years,150k-200k,Late (31-120 days),89,Wells Fargo,2025-07-13
LN-10321,BRW-90321,Personal,2019-01-14,2026-04-20,18711,14064,10.65,36,NY,Debt Consolidation,A,10+ years,0-50k,In Grace Period,0,Mr. Cooper,2022-01-28
LN-10322,BRW-90322,Personal,2020-02-15,2025-05-23,26366,22664,14.39,36,IL,Debt Consolidation,B,4-7 years,0-50k,Charged Off,0,PennyMac,2024-09-01
LN-10323,BRW-90323,Personal,2021-09-23,2027-01-25,11136,9251,10.72,36,NY,Credit Card Refinancing,D,< 1 year,50k-100k,Late (31-120 days),84,PennyMac,2025-12-09
LN-10324,BRW-90324,Personal,2019-12-23,2027-07-04,41710,36733,18.69,36,CA,Debt Consolidation,A,< 1 year,100k-150k,Charged Off,0,Wells Fargo,2025-08-17
LN-10325,BRW-90325,Personal,2021-04-10,2028-04-06,14893,10369,8.20,60,TX,Credit Card Refinancing,E,10+ years,100k-150k,Late (31-120 days),55,LoanCare,2023-02-20
LN-10326,BRW-90326,Personal,2018-12-24,2024-02-04,21293,19184,12.74,36,FL,Major Purchase,D,4-7 years,150k-200k,In Grace Period,0,LoanCare,2025-08-28
LN-10327,BRW-90327,Personal,2021-12-03,2027-07-17,34810,26562,7.91,60,CA,Credit Card Refinancing,B,4-7 years,100k-150k,Current,0,PennyMac,2026-01-13
LN-10328,BRW-90328,Personal,2018-05-27,2028-08-06,35956,27541,17.30,60,NY,Debt Consolidation,A,1-3 years,50k-100k,In Grace Period,0,LoanCare,2026-03-25
LN-10329,BRW-90329,Personal,2022-10-23,2024-03-30,15863,10885,11.91,36,OH,Credit Card Refinancing,B,1-3 years,150k-200k,Fully Paid,0,Cenlar,2025-03-29
LN-10330,BRW-90330,Personal,2019-04-08,2025-07-03,10206,5930,11.52,60,CA,Medical Expenses,A,1-3 years,100k-150k,Fully Paid,0,Cenlar,2023-05-22
LN-10331,BRW-90331,Personal,2018-11-17,2028-08-23,32280,31862,18.03,36,FL,Major Purchase,A,< 1 year,100k-150k,Late (31-120 days),74,Mr. Cooper,2022-12-10
LN-10332,BRW-90332,Personal,2018-02-02,2023-01-08,37991,30487,7.67,60,CA,Credit Card Refinancing,D,8-10 years,0-50k,Current,0,LoanCare,2023-03-10
LN-10333,BRW-90333,Personal,2021-10-25,2023-12-19,40583,22209,5.49,60,PA,Credit Card Refinancing,E,1-3 years,150k-200k,In Grace Period,0,Wells Fargo,2025-12-01
LN-10334,BRW-90334,Personal,2019-08-03,2026-03-23,20641,17158,19.94,36,MI,Medical Expenses,E,1-3 years,150k-200k,Late (31-120 days),94,Mr. Cooper,2026-01-18
LN-10335,BRW-90335,Personal,2018-06-03,2028-09-18,42834,27724,10.32,36,CA,Debt Consolidation,C,10+ years,0-50k,Late (31-120 days),113,Wells Fargo,2024-09-23
LN-10336,BRW-90336,Personal,2022-04-06,2027-03-10,35065,32090,17.04,60,MI,Home Improvement,A,< 1 year,200k+,In Grace Period,0,Wells Fargo,2024-08-18
LN-10337,BRW-90337,Personal,2021-01-28,2025-01-07,21263,11156,11.55,36,FL,Credit Card Refinancing,E,< 1 year,200k+,In Grace Period,0,PennyMac,2023-03-21
LN-10338,BRW-90338,Personal,2022-12-27,2023-12-21,41272,38211,13.44,36,CA,Major Purchase,B,8-10 years,0-50k,Charged Off,0,Cenlar,2022-01-19
LN-10339,BRW-90339,Personal,2021-05-20,2025-11-11,42981,24826,16.89,36,OH,Major Purchase,D,10+ years,100k-150k,Late (31-120 days),111,Mr. Cooper,2022-07-24
LN-10340,BRW-90340,Personal,2022-08-26,2026-12-10,34592,25787,10.44,60,CA,Home Improvement,A,4-7 years,100k-150k,In Grace Period,0,Cenlar,2022-02-10
LN-10341,BRW-90341,Personal,2022-04-24,2023-08-24,5798,3758,5.74,60,MI,Credit Card Refinancing,C,1-3 years,0-50k,In Grace Period,0,PennyMac,2024-05-15
LN-10342,BRW-90342,Personal,2022-11-22,2028-03-05,7974,5192,16.28,60,MI,Credit Card Refinancing,B,10+ years,200k+,Charged Off,0,Wells Fargo,2024-08-02
LN-10343,BRW-90343,Personal,2018-08-25,2023-03-03,43920,26689,13.68,36,OH,Debt Consolidation,C,10+ years,0-50k,In Grace Period,0,PennyMac,2026-07-24
LN-10344,BRW-90344,Personal,2018-06-05,2026-10-18,11394,7981,6.99,36,MI,Medical Expenses,E,< 1 year,100k-150k,Late (31-120 days),117,Mr. Cooper,2023-09-22
LN-10345,BRW-90345,Personal,2021-06-26,2023-10-17,34805,33304,19.19,60,OH,Credit Card Refinancing,E,4-7 years,100k-150k,Current,0,Wells Fargo,2023-07-15
LN-10346,BRW-90346,Personal,2018-11-28,2028-06-02,36495,19171,11.40,60,PA,Medical Expenses,C,8-10 years,150k-200k,Late (31-120 days),51,Mr. Cooper,2024-08-19
LN-10347,BRW-90347,Personal,2018-02-09,2023-11-11,43676,23435,16.02,60,NY,Credit Card Refinancing,D,4-7 years,50k-100k,Late (31-120 days),72,Wells Fargo,2024-08-14
LN-10348,BRW-90348,Personal,2018-01-21,2024-05-20,10351,8690,15.17,36,CA,Credit Card Refinancing,D,4-7 years,100k-150k,Charged Off,0,LoanCare,2022-03-21
LN-10349,BRW-90349,Personal,2020-04-19,2023-05-18,41078,26688,18.83,36,NY,Credit Card Refinancing,B,8-10 years,0-50k,Current,0,LoanCare,2024-08-15
LN-10350,BRW-90350,Personal,2022-05-16,2028-12-26,16821,9398,9.78,36,CA,Major Purchase,B,< 1 year,200k+,Current,0,Wells Fargo,2023-09-02
LN-10351,BRW-90351,Personal,2020-08-15,2024-07-26,6098,4373,5.65,36,OH,Major Purchase,D,< 1 year,200k+,In Grace Period,0,Cenlar,2023-04-23
LN-10352,BRW-90352,Personal,2018-07-20,2024-01-21,34163,22413,10.31,60,OH,Medical Expenses,D,< 1 year,200k+,Late (31-120 days),35,Wells Fargo,2025-11-23
LN-10353,BRW-90353,Personal,2021-02-25,2024-08-14,30277,30262,15.40,36,IL,Credit Card Refinancing,D,1-3 years,0-50k,In Grace Period,0,Cenlar,2022-02-20
LN-10354,BRW-90354,Personal,2019-08-22,2024-05-11,43606,25890,9.34,60,IL,Home Improvement,C,< 1 year,200k+,Current,0,LoanCare,2024-05-25
LN-10355,BRW-90355,Personal,2019-11-21,2024-07-22,12469,8883,13.10,60,FL,Debt Consolidation,C,4-7 years,200k+,Charged Off,0,Wells Fargo,2025-11-14
LN-10356,BRW-90356,Personal,2021-08-04,2027-12-24,17741,9388,12.58,60,FL,Debt Consolidation,B,4-7 years,0-50k,Current,0,PennyMac,2022-02-18
LN-10357,BRW-90357,Personal,2021-11-19,2027-07-22,11274,10330,15.62,36,PA,Debt Consolidation,B,10+ years,100k-150k,Charged Off,0,Mr. Cooper,2022-08-26
LN-10358,BRW-90358,Personal,2021-01-13,2028-03-13,14099,11097,5.01,60,GA,Major Purchase,D,< 1 year,200k+,In Grace Period,0,Cenlar,2025-05-30
LN-10359,BRW-90359,Personal,2021-10-24,2027-06-13,13143,7311,14.82,36,PA,Home Improvement,D,10+ years,150k-200k,In Grace Period,0,Mr. Cooper,2025-01-15
LN-10360,BRW-90360,Personal,2021-11-05,2025-01-19,22387,19003,16.70,60,PA,Major Purchase,C,1-3 years,150k-200k,Charged Off,0,Cenlar,2025-03-05
LN-10361,BRW-90361,Personal,2021-03-30,2025-06-11,6025,4365,6.18,36,TX,Credit Card Refinancing,C,1-3 years,50k-100k,Charged Off,0,Cenlar,2024-11-28
LN-10362,BRW-90362,Personal,2019-01-18,2028-02-25,41940,38431,15.35,36,GA,Credit Card Refinancing,A,4-7 years,150k-200k,Charged Off,0,Wells Fargo,2022-03-18
LN-10363,BRW-90363,Personal,2021-02-11,2027-07-10,30379,26866,6.57,36,FL,Medical Expenses,C,10+ years,50k-100k,In Grace Period,0,PennyMac,2024-06-24
LN-10364,BRW-90364,Personal,2020-04-13,2027-06-24,23841,23521,7.26,36,NY,Credit Card Refinancing,A,1-3 years,0-50k,Charged Off,0,Wells Fargo,2022-10-22
LN-10365,BRW-90365,Personal,2021-09-23,2026-12-31,37608,21842,5.06,36,NY,Credit Card Refinancing,B,1-3 years,100k-150k,Fully Paid,0,LoanCare,2025-08-08
LN-10366,BRW-90366,Personal,2020-01-26,2024-11-03,36845,20160,18.18,60,PA,Medical Expenses,B,8-10 years,150k-200k,Fully Paid,0,Cenlar,2023-09-28
LN-10367,BRW-90367,Personal,2021-03-05,2028-05-13,40248,31287,12.29,60,PA,Medical Expenses,A,< 1 year,200k+,Current,0,Mr. Cooper,2024-06-10
LN-10368,BRW-90368,Personal,2018-02-22,2026-07-15,18362,15281,12.48,60,TX,Medical Expenses,B,10+ years,150k-200k,Late (31-120 days),119,Cenlar,2025-02-11
LN-10369,BRW-90369,Personal,2021-01-07,2028-07-06,22057,14667,8.94,36,OH,Major Purchase,E,1-3 years,50k-100k,Late (31-120 days),69,Cenlar,2025-03-24
LN-10370,BRW-90370,Personal,2019-06-17,2026-12-04,7652,4578,18.60,60,FL,Home Improvement,E,4-7 years,50k-100k,Charged Off,0,Mr. Cooper,2024-06-02
LN-10371,BRW-90371,Personal,2018-11-13,2025-11-09,31565,23924,16.86,60,CA,Home Improvement,C,< 1 year,0-50k,Current,0,Cenlar,2026-03-17
LN-10372,BRW-90372,Personal,2018-02-10,2024-01-27,6376,3903,9.79,36,GA,Credit Card Refinancing,E,< 1 year,0-50k,Late (31-120 days),67,Cenlar,2022-09-02
LN-10373,BRW-90373,Personal,2021-01-13,2028-10-30,41464,25351,15.40,36,IL,Medical Expenses,C,1-3 years,150k-200k,Current,0,Wells Fargo,2025-05-31
LN-10374,BRW-90374,Personal,2019-11-23,2023-06-17,31125,17394,19.90,36,CA,Home Improvement,C,8-10 years,50k-100k,In Grace Period,0,Mr. Cooper,2023-01-29
LN-10375,BRW-90375,Personal,2019-03-01,2023-05-20,40026,37735,10.07,36,GA,Debt Consolidation,D,10+ years,100k-150k,Charged Off,0,LoanCare,2024-03-22
LN-10376,BRW-90376,Personal,2021-03-25,2028-07-23,30410,23525,10.89,60,OH,Credit Card Refinancing,B,1-3 years,50k-100k,Current,0,Wells Fargo,2026-01-10
LN-10377,BRW-90377,Personal,2022-04-20,2026-10-27,31448,27094,13.87,60,MI,Major Purchase,B,1-3 years,100k-150k,In Grace Period,0,LoanCare,2024-05-18
LN-10378,BRW-90378,Personal,2021-06-14,2026-10-30,22882,12768,11.34,36,MI,Debt Consolidation,E,1-3 years,200k+,In Grace Period,0,Cenlar,2024-10-29
LN-10379,BRW-90379,Personal,2022-10-30,2023-11-15,5112,4697,6.77,60,GA,Credit Card Refinancing,D,< 1 year,200k+,Fully Paid,0,LoanCare,2025-06-17
LN-10380,BRW-90380,Personal,2019-01-07,2025-09-08,16438,8620,18.58,36,IL,Home Improvement,D,8-10 years,50k-100k,Current,0,PennyMac,2023-01-04
LN-10381,BRW-90381,Personal,2019-02-23,2026-04-14,25979,17336,18.23,60,NC,Home Improvement,C,10+ years,0-50k,Charged Off,0,Wells Fargo,2023-04-20
LN-10382,BRW-90382,Personal,2018-02-20,2023-03-02,11947,11376,7.53,36,GA,Home Improvement,B,< 1 year,150k-200k,Current,0,Mr. Cooper,2025-01-08
LN-10383,BRW-90383,Personal,2020-08-19,2028-08-27,33543,20221,5.98,36,NY,Major Purchase,A,4-7 years,150k-200k,Fully Paid,0,Cenlar,2025-12-28
LN-10384,BRW-90384,Personal,2018-05-29,2027-05-18,29602,16947,6.61,36,TX,Major Purchase,E,4-7 years,200k+,Late (31-120 days),65,LoanCare,2026-02-09
LN-10385,BRW-90385,Personal,2018-11-15,2025-12-20,40491,35705,16.92,36,TX,Home Improvement,B,1-3 years,100k-150k,Late (31-120 days),51,PennyMac,2022-05-17
LN-10386,BRW-90386,Personal,2022-10-01,2028-10-17,10709,6645,5.31,36,PA,Debt Consolidation,A,4-7 years,50k-100k,Late (31-120 days),39,Wells Fargo,2026-07-15
LN-10387,BRW-90387,Personal,2022-05-22,2026-03-18,29502,20973,7.03,36,NY,Debt Consolidation,E,1-3 years,200k+,Current,0,PennyMac,2026-09-15
LN-10388,BRW-90388,Personal,2021-05-23,2026-10-09,33870,22842,17.75,60,FL,Credit Card Refinancing,C,4-7 years,0-50k,Current,0,Wells Fargo,2023-03-13
LN-10389,BRW-90389,Personal,2022-09-10,2023-03-02,14064,13676,9.07,60,TX,Credit Card Refinancing,E,10+ years,0-50k,Charged Off,0,Mr. Cooper,2025-08-16
LN-10390,BRW-90390,Personal,2022-08-31,2023-04-03,18802,9553,15.83,60,PA,Home Improvement,D,< 1 year,50k-100k,Fully Paid,0,Cenlar,2024-08-30
LN-10391,BRW-90391,Personal,2022-06-19,2027-01-11,17357,9563,13.15,60,GA,Medical Expenses,B,4-7 years,0-50k,Fully Paid,0,PennyMac,2025-02-20
LN-10392,BRW-90392,Personal,2018-10-05,2028-03-02,40584,39712,7.08,60,GA,Major Purchase,D,< 1 year,100k-150k,Late (31-120 days),119,Cenlar,2023-07-25
LN-10393,BRW-90393,Personal,2020-12-20,2028-02-01,26113,26106,11.09,36,PA,Major Purchase,A,1-3 years,50k-100k,Charged Off,0,PennyMac,2024-01-30
LN-10394,BRW-90394,Personal,2021-10-17,2028-05-30,24628,20805,10.22,60,NC,Home Improvement,E,10+ years,0-50k,Fully Paid,0,PennyMac,2026-03-22
LN-10395,BRW-90395,Personal,2022-08-09,2025-08-26,21856,17221,7.06,60,PA,Home Improvement,D,1-3 years,150k-200k,Late (31-120 days),73,Wells Fargo,2023-12-20
LN-10396,BRW-90396,Personal,2019-02-02,2027-11-16,7449,4155,17.76,36,TX,Credit Card Refinancing,A,8-10 years,0-50k,Charged Off,0,Cenlar,2023-04-29
LN-10397,BRW-90397,Personal,2019-10-19,2026-03-26,33371,27548,9.27,36,TX,Credit Card Refinancing,B,10+ years,200k+,In Grace Period,0,LoanCare,2022-10-30
LN-10398,BRW-90398,Personal,2020-05-28,2027-11-13,43962,36777,16.85,36,PA,Credit Card Refinancing,D,10+ years,150k-200k,Fully Paid,0,Wells Fargo,2026-07-26
LN-10399,BRW-90399,Personal,2019-07-14,2024-02-19,44588,35253,17.55,60,GA,Medical Expenses,E,< 1 year,0-50k,Fully Paid,0,Cenlar,2022-09-29
LN-10400,BRW-90400,Personal,2019-03-16,2023-10-11,35928,24595,10.74,36,NY,Home Improvement,A,8-10 years,200k+,Current,0,Cenlar,2022-05-31
LN-10401,BRW-90401,Personal,2022-02-20,2023-09-07,15926,10277,9.27,60,IL,Medical Expenses,C,1-3 years,200k+,Charged Off,0,Cenlar,2026-02-06
LN-10402,BRW-90402,Personal,2020-09-08,2026-10-31,18629,10519,12.18,60,NC,Debt Consolidation,C,8-10 years,150k-200k,Charged Off,0,Wells Fargo,2024-07-30
LN-10403,BRW-90403,Personal,2019-10-26,2024-01-23,33879,32202,8.72,36,FL,Home Improvement,E,10+ years,150k-200k,Current,0,LoanCare,2023-11-28
LN-10404,BRW-90404,Personal,2021-04-06,2028-06-09,10760,10431,18.02,60,GA,Home Improvement,D,< 1 year,100k-150k,Fully Paid,0,Cenlar,2025-02-26
LN-10405,BRW-90405,Personal,2018-11-16,2023-02-09,32033,17342,11.46,36,PA,Debt Consolidation,D,< 1 year,0-50k,Current,0,LoanCare,2026-07-24
LN-10406,BRW-90406,Personal,2021-04-16,2025-10-06,32583,30918,10.34,36,NY,Credit Card Refinancing,C,< 1 year,200k+,In Grace Period,0,LoanCare,2025-09-26
LN-10407,BRW-90407,Personal,2019-04-13,2028-12-01,6795,4305,11.38,60,NY,Medical Expenses,D,8-10 years,150k-200k,Late (31-120 days),64,PennyMac,2022-08-04
LN-10408,BRW-90408,Personal,2022-11-06,2028-12-02,18923,15264,5.53,36,IL,Home Improvement,A,4-7 years,150k-200k,Late (31-120 days),31,PennyMac,2024-04-06
LN-10409,BRW-90409,Personal,2021-09-03,2026-11-26,43433,36504,5.59,36,FL,Major Purchase,E,1-3 years,100k-150k,Fully Paid,0,PennyMac,2023-06-02
LN-10410,BRW-90410,Personal,2020-07-22,2024-03-28,34269,31077,19.07,36,TX,Debt Consolidation,D,10+ years,100k-150k,In Grace Period,0,PennyMac,2025-05-21
LN-10411,BRW-90411,Personal,2020-08-25,2025-11-26,32003,19202,14.27,36,NY,Credit Card Refinancing,D,8-10 years,0-50k,Charged Off,0,Mr. Cooper,2025-07-10
LN-10412,BRW-90412,Personal,2018-04-15,2023-02-20,40455,30074,15.32,60,MI,Major Purchase,E,10+ years,50k-100k,In Grace Period,0,Wells Fargo,2023-08-06
LN-10413,BRW-90413,Personal,2019-01-30,2026-11-30,19458,11529,16.66,60,NC,Debt Consolidation,B,10+ years,200k+,Charged Off,0,Cenlar,2024-04-02
LN-10414,BRW-90414,Personal,2018-01-05,2028-12-26,44266,35449,8.14,60,GA,Major Purchase,E,1-3 years,50k-100k,Current,0,Mr. Cooper,2025-07-02
LN-10415,BRW-90415,Personal,2020-01-19,2024-12-22,33238,30234,15.70,36,PA,Medical Expenses,C,8-10 years,150k-200k,Current,0,PennyMac,2025-04-01
LN-10416,BRW-90416,Personal,2020-01-23,2023-01-21,37213,33325,9.92,60,MI,Major Purchase,A,8-10 years,0-50k,Current,0,Wells Fargo,2025-07-15
LN-10417,BRW-90417,Personal,2021-09-01,2028-12-05,21804,17372,19.92,60,TX,Debt Consolidation,A,8-10 years,150k-200k,Current,0,LoanCare,2023-05-05
LN-10418,BRW-90418,Personal,2018-07-26,2023-01-17,43875,38575,6.14,36,PA,Debt Consolidation,E,4-7 years,100k-150k,Charged Off,0,Mr. Cooper,2026-03-05
LN-10419,BRW-90419,Personal,2019-08-24,2024-07-13,40324,20442,10.47,36,MI,Credit Card Refinancing,E,4-7 years,200k+,In Grace Period,0,Wells Fargo,2022-01-03
LN-10420,BRW-90420,Personal,2019-12-31,2027-10-12,11225,11076,15.76,36,FL,Credit Card Refinancing,D,8-10 years,0-50k,Fully Paid,0,PennyMac,2022-01-13
LN-10421,BRW-90421,Personal,2020-05-21,2027-04-07,24511,22053,14.73,36,CA,Home Improvement,C,1-3 years,0-50k,In Grace Period,0,LoanCare,2025-03-20
LN-10422,BRW-90422,Personal,2022-07-24,2023-01-22,42203,34246,13.92,60,NC,Credit Card Refinancing,D,10+ years,0-50k,Charged Off,0,Cenlar,2022-11-28
LN-10423,BRW-90423,Personal,2022-01-20,2023-08-16,36011,19071,16.46,36,CA,Home Improvement,A,< 1 year,200k+,Current,0,Mr. Cooper,2023-04-12
LN-10424,BRW-90424,Personal,2020-03-12,2023-08-02,7125,3717,12.56,60,PA,Debt Consolidation,C,1-3 years,200k+,Fully Paid,0,PennyMac,2024-01-30
LN-10425,BRW-90425,Personal,2019-07-10,2027-07-01,26022,16716,19.89,36,NC,Home Improvement,B,8-10 years,100k-150k,Charged Off,0,Mr. Cooper,2023-09-01
LN-10426,BRW-90426,Personal,2022-01-07,2024-10-09,26050,22876,18.83,36,NY,Medical Expenses,B,4-7 years,50k-100k,Fully Paid,0,Mr. Cooper,2026-04-22
LN-10427,BRW-90427,Personal,2021-03-16,2024-08-02,29986,19083,10.17,36,FL,Medical Expenses,A,10+ years,0-50k,Current,0,LoanCare,2025-02-28
LN-10428,BRW-90428,Personal,2022-09-11,2028-05-22,23380,17167,11.67,60,GA,Debt Consolidation,D,8-10 years,200k+,Late (31-120 days),81,Mr. Cooper,2022-07-10
LN-10429,BRW-90429,Personal,2019-04-11,2027-11-14,32443,31428,17.73,36,NY,Medical Expenses,B,4-7 years,200k+,Charged Off,0,LoanCare,2023-12-01
LN-10430,BRW-90430,Personal,2018-09-28,2023-07-10,20880,10807,16.66,60,FL,Credit Card Refinancing,D,10+ years,100k-150k,In Grace Period,0,PennyMac,2026-09-03
LN-10431,BRW-90431,Personal,2022-08-20,2026-10-03,35913,26537,11.79,60,CA,Credit Card Refinancing,C,10+ years,150k-200k,Charged Off,0,Mr. Cooper,2024-09-22
LN-10432,BRW-90432,Personal,2018-06-12,2028-03-23,39515,19976,11.44,36,NY,Debt Consolidation,E,< 1 year,50k-100k,In Grace Period,0,Cenlar,2026-07-09
LN-10433,BRW-90433,Personal,2018-11-25,2026-09-18,34671,31073,19.37,36,TX,Home Improvement,A,8-10 years,200k+,Fully Paid,0,Wells Fargo,2025-01-12
LN-10434,BRW-90434,Personal,2020-04-14,2025-09-27,27634,18487,13.13,60,MI,Credit Card Refinancing,A,4-7 years,0-50k,In Grace Period,0,Wells Fargo,2025-08-18
LN-10435,BRW-90435,Personal,2019-09-22,2025-02-01,6036,3599,15.42,36,NC,Home Improvement,B,1-3 years,0-50k,In Grace Period,0,PennyMac,2022-08-04
LN-10436,BRW-90436,Personal,2019-11-22,2024-01-27,35936,22074,17.57,60,GA,Home Improvement,A,< 1 year,50k-100k,Current,0,Cenlar,2022-10-03
LN-10437,BRW-90437,Personal,2018-01-04,2027-02-03,44647,34615,12.85,36,TX,Credit Card Refinancing,B,4-7 years,0-50k,Charged Off,0,Cenlar,2025-04-11
LN-10438,BRW-90438,Personal,2020-02-09,2027-10-17,14061,10888,18.19,60,CA,Debt Consolidation,B,10+ years,200k+,In Grace Period,0,Mr. Cooper,2023-04-03
LN-10439,BRW-90439,Personal,2022-05-12,2028-06-24,6539,4799,9.08,36,PA,Major Purchase,E,< 1 year,50k-100k,Current,0,PennyMac,2022-01-25
LN-10440,BRW-90440,Personal,2018-10-09,2028-02-07,39047,35698,16.14,60,PA,Medical Expenses,A,< 1 year,0-50k,Fully Paid,0,LoanCare,2024-07-10
LN-10441,BRW-90441,Personal,2018-01-06,2027-12-08,11929,9253,18.13,36,NY,Major Purchase,A,10+ years,50k-100k,Current,0,Wells Fargo,2022-03-24
LN-10442,BRW-90442,Personal,2022-04-05,2026-12-26,9779,9257,12.05,36,OH,Medical Expenses,D,4-7 years,200k+,In Grace Period,0,LoanCare,2024-01-04
LN-10443,BRW-90443,Personal,2018-05-30,2023-05-28,33759,27907,5.65,60,OH,Home Improvement,A,< 1 year,50k-100k,In Grace Period,0,PennyMac,2025-09-14
LN-10444,BRW-90444,Personal,2019-01-17,2023-09-23,22043,20893,7.12,60,GA,Medical Expenses,E,< 1 year,100k-150k,Charged Off,0,PennyMac,2025-04-20
LN-10445,BRW-90445,Personal,2018-05-01,2027-12-24,19162,13050,5.16,60,CA,Debt Consolidation,B,8-10 years,100k-150k,Fully Paid,0,Cenlar,2022-10-02
LN-10446,BRW-90446,Personal,2020-05-28,2024-10-15,10548,9444,6.90,60,FL,Home Improvement,B,4-7 years,100k-150k,Charged Off,0,LoanCare,2024-08-02
LN-10447,BRW-90447,Personal,2022-07-30,2027-06-22,39879,30023,8.14,36,GA,Major Purchase,B,4-7 years,0-50k,Late (31-120 days),47,Cenlar,2025-03-03
LN-10448,BRW-90448,Personal,2019-05-07,2027-07-07,29392,18905,12.76,36,PA,Credit Card Refinancing,E,< 1 year,0-50k,Late (31-120 days),104,PennyMac,2023-05-15
LN-10449,BRW-90449,Personal,2018-05-01,2023-06-13,37187,22878,6.40,60,TX,Debt Consolidation,E,8-10 years,50k-100k,In Grace Period,0,PennyMac,2026-06-09
LN-10450,BRW-90450,Personal,2022-02-27,2023-03-24,40004,35312,10.02,36,TX,Medical Expenses,D,8-10 years,50k-100k,Late (31-120 days),48,Cenlar,2023-11-01
LN-10451,BRW-90451,Personal,2021-07-11,2028-06-24,21471,13496,5.89,36,PA,Medical Expenses,E,< 1 year,50k-100k,Late (31-120 days),47,Cenlar,2025-09-28
LN-10452,BRW-90452,Personal,2021-03-26,2024-09-25,17027,11235,18.48,36,PA,Debt Consolidation,B,10+ years,100k-150k,Late (31-120 days),102,Mr. Cooper,2024-09-20
LN-10453,BRW-90453,Personal,2018-06-11,2024-03-01,28880,28422,5.25,60,GA,Credit Card Refinancing,C,1-3 years,100k-150k,Current,0,Wells Fargo,2023-06-09
LN-10454,BRW-90454,Personal,2021-04-11,2027-10-13,29100,22529,17.08,60,NY,Debt Consolidation,D,8-10 years,100k-150k,Fully Paid,0,LoanCare,2022-02-19
LN-10455,BRW-90455,Personal,2019-08-30,2028-01-13,43974,23506,12.71,36,NC,Debt Consolidation,A,4-7 years,200k+,Fully Paid,0,LoanCare,2025-04-28
LN-10456,BRW-90456,Personal,2021-05-02,2027-10-02,26502,20009,11.42,36,OH,Debt Consolidation,C,4-7 years,50k-100k,Charged Off,0,Cenlar,2025-09-12
LN-10457,BRW-90457,Personal,2020-11-11,2025-03-22,30487,15978,11.06,36,TX,Debt Consolidation,D,1-3 years,0-50k,In Grace Period,0,Mr. Cooper,2026-09-02
LN-10458,BRW-90458,Personal,2022-11-10,2028-03-24,38093,37001,7.32,60,GA,Home Improvement,C,1-3 years,0-50k,Current,0,LoanCare,2026-06-20
LN-10459,BRW-90459,Personal,2020-09-25,2025-03-05,32480,24610,11.80,36,NY,Medical Expenses,C,10+ years,150k-200k,Current,0,Cenlar,2024-07-05
LN-10460,BRW-90460,Personal,2022-03-23,2025-09-08,9722,5621,5.56,36,CA,Credit Card Refinancing,A,< 1 year,50k-100k,Late (31-120 days),60,PennyMac,2023-12-10
LN-10461,BRW-90461,Personal,2020-05-29,2024-06-14,36464,30273,7.19,60,OH,Credit Card Refinancing,E,4-7 years,0-50k,Fully Paid,0,Mr. Cooper,2025-04-25
