loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100343,B-63358,CONVENTIONAL,2020-02-04,2050-02-05,133071.22,115695.18,5.569,360,FL,REFINANCE,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100593,B-37270,CONVENTIONAL,2015-03-11,2025-03-10,124618.03,47630.8,4.779,120,PA,REFINANCE,A,10+ years,$0-$50k,CURRENT,0,Servicer_A,2024-02-26,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100217,B-38583,VA,2018-02-09,2048-02-11,446242.37,150206.69,5.449,360,OH,CASH_OUT,A,< 1 year,$150k+,CURRENT,0,Servicer_A,2024-02-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100066,B-80173,JUMBO,2021-01-29,2051-01-31,193644.58,176840.75,3.881,360,IL,CASH_OUT,A,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100735,B-12608,FHA,2023-10-05,2053-10-06,226634.52,174974.64,7.0,360,MI,PURCHASE,B,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-02-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100997,B-21342,JUMBO,2015-05-15,2045-05-15,115376.31,53469.34,6.346,360,OH,CASH_OUT,B,10+ years,$50k-$100k,CURRENT,0,Servicer_A,2024-02-11,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100103,B-58220,CONVENTIONAL,2022/09/03,2037-09-03,370163.22,108308.95,6.506,180,CA,REFINANCE,D,8-10 years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100970,B-29526,CONVENTIONAL,2018-12-01,2048-12-02,150028.02,131171.38,6.227,360,CA,REFINANCE,C,< 1 year,$150k+,CURRENT,0,Servicer_C,2024-02-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100131,B-44115,VA,2020-03-23,2030-03-24,338320.19,108221.85,4.238,120,FL,CASH_OUT,C,< 1 year,$150k+,CURRENT,0,Servicer_B,2024-01-21,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100567,B-76033,VA,2017-12-30,2048-01-01,215403.05,44503.72,3.603,360,CA,REFINANCE,B,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-01-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100428,B-11411,JUMBO,2016-01-09,2031-01-09,85086.73,55152.81,6.321,180,FL,REFINANCE,D,8-10 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-07,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100047,B-28493,CONVENTIONAL,2017-03-05,2032-03-05,312168.27,196071.0,2.647,180,FL,REFINANCE,B,4-7 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100864,B-49583,VA,2015-04-11,2045-04-12,290033.28,40217.75,5.551,360,CA,REFINANCE,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-01-14,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100799,B-95739,JUMBO,2015-01-23,2030-01-23,268984.15,137546.68,6.009,180,NY,PURCHASE,D,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100860,B-47015,CONVENTIONAL,2017-12-03,2047-12-05,214439.12,34084.7,5.249,360,MI,REFINANCE,C,10+ years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100899,B-88654,VA,2017-01-30,2032-01-31,221849.77,34750.95,4.023,180,PA,PURCHASE,D,4-7 years,$50k-$100k,CURRENT,0,Servicer_A,2024-02-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100467,B-92273,FHA,2018-06-17,2028-06-16,428670.37,181758.71,3.216,120,NY,REFINANCE,C,1-3 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100372,B-69620,FHA,2020-05-01,2030-05-02,496566.29,265861.18,5.032,120,PA,REFINANCE,D,< 1 year,$0-$50k,CURRENT,0,Servicer_C,2024-01-02,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100816,B-68968,JUMBO,2018-08-19,2028-08-19,289333.45,92070.34,7.076,120,NC,REFINANCE,A,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100539,B-96602,FHA,2017-04-08,2027-04-09,285790.54,187506.49,3.534,120,GA,PURCHASE,C,8-10 years,$0-$50k,CURRENT,0,Servicer_A,2024-01-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100648,B-39256,VA,2019-08-07,2029-08-07,486942.63,221801.64,2.885,120,IL,REFINANCE,C,4-7 years,$50k-$100k,CURRENT,0,Servicer_C,2024-01-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100331,B-14309,JUMBO,2018-12-24,2033-12-24,121993.64,59053.88,2.782,180,TX,CASH_OUT,C,10+ years,$150k+,CURRENT,0,Servicer_B,2024-01-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100851,B-39563,VA,2016-02-12,2026-02-12,404201.54,70914.16,2.682,120,IL,REFINANCE,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_B,2024-01-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100495,B-98855,FHA,2023-11-14,2038-11-14,386825.27,48024.9,5.707,180,NC,REFINANCE,C,8-10 years,$150k+,CURRENT,0,Servicer_C,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100355,B-17947,JUMBO,2022-11-26,2037-11-27,405084.63,360694.15,7.399,180,PA,CASH_OUT,D,1-3 years,$150k+,CURRENT,0,Servicer_C,2024-02-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100352,B-74754,CONVENTIONAL,2020-06-28,2035-06-29,340095.05,46410.35,2.804,180,MI,PURCHASE,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-02-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100700,B-81618,CONVENTIONAL,2016-11-11,2031-11-12,286442.47,52263.63,4.967,180,MI,CASH_OUT,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-02-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100224,B-50384,VA,2016-11-15,2026-11-15,476601.44,168173.11,3.185,120,MI,CASH_OUT,C,1-3 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100290,B-84330,FHA,2018-06-03,2048-06-03,235057.86,104098.62,3.389,360,PA,CASH_OUT,A,4-7 years,$150k+,CURRENT,0,Servicer_B,2024-01-14,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100586,B-65605,FHA,2021-01-24,2036-01-25,478400.22,221673.91,5.963,180,PA,CASH_OUT,B,4-7 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100118,B-24982,VA,2021-09-27,2051-09-29,475968.28,253525.03,6.172,360,PA,REFINANCE,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-02-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100768,B-84723,FHA,2015-08-05,2045-08-06,279922.03,252520.55,7.293,360,GA,PURCHASE,D,8-10 years,$150k+,CURRENT,0,Servicer_C,2024-01-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100694,B-30195,FHA,2021-05-04,2031-05-04,202369.95,70531.97,2.546,120,NC,REFINANCE,C,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-07,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100425,B-10399,CONVENTIONAL,2019-08-01,2034-08-01,180794.37,56742.37,2.541,180,CA,REFINANCE,A,4-7 years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100065,B-98216,VA,2023-06-16,2053-06-16,330429.79,156844.86,7.472,360,FL,REFINANCE,D,4-7 years,$50k-$100k,CURRENT,0,Servicer_A,2024-02-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100099,B-26169,JUMBO,2017-04-19,2032-04-19,486011.34,295071.31,5.059,180,NC,CASH_OUT,A,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-04,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100350,B-61142,CONVENTIONAL,2018-10-08,2028-10-07,151044.34,20506.59,6.792,120,IL,PURCHASE,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-01-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100246,B-48604,CONVENTIONAL,2021-08-22,2031-08-23,260813.11,53057.32,6.458,120,NC,CASH_OUT,A,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-02-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100900,B-36299,FHA,2015-05-06,2030-05-06,81736.03,45932.94,6.257,180,OH,REFINANCE,A,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100600,B-99565,VA,2020/10/04,2035-10-05,160069.08,144925.46,4.882,180,NY,CASH_OUT,D,8-10 years,$150k+,CURRENT,0,Servicer_C,2024-01-17,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100169,B-36077,FHA,2021-06-22,2031-06-22,302734.14,258345.02,4.821,120,MI,CASH_OUT,B,8-10 years,$0-$50k,CURRENT,0,Servicer_A,2024-01-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100211,B-48233,VA,2020-06-20,2030-06-21,86602.79,32074.49,3.194,120,CA,PURCHASE,D,10+ years,$0-$50k,CURRENT,0,Servicer_C,2024-01-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100214,B-41208,FHA,2020-03-27,2030-03-27,310630.09,262203.91,5.39,120,CA,PURCHASE,B,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100182,B-69035,FHA,2015-06-26,2030-06-26,103080.42,48309.02,7.345,180,OH,REFINANCE,C,10+ years,$150k+,CURRENT,0,Servicer_C,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100085,B-53054,FHA,2022-09-27,2037-09-27,271342.09,164761.2,6.971,180,CA,CASH_OUT,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-20,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100432,B-11789,FHA,2017-10-17,2032-10-18,196644.21,118204.0,6.694,180,OH,REFINANCE,A,10+ years,$150k+,CURRENT,0,Servicer_C,2024-01-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100195,B-63279,JUMBO,2018-03-20,2033-03-21,302335.27,46951.2,2.695,180,TX,PURCHASE,C,10+ years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100412,B-87417,VA,2017-01-29,2047-01-31,132892.31,125043.73,4.182,360,MI,CASH_OUT,D,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-02-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100150,B-72621,FHA,2023-10-30,2053-10-30,94367.72,24365.75,4.332,360,FL,PURCHASE,D,8-10 years,$150k+,CURRENT,0,Servicer_C,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100818,B-95943,FHA,2017-02-27,2010-01-01,154308.12,128871.61,3.835,180,TX,CASH_OUT,D,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100589,B-44116,JUMBO,2019-08-24,2029-08-24,177097.61,75091.25,3.7,120,FL,PURCHASE,A,10+ years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100080,B-14766,CONVENTIONAL,2016-07-03,2031-07-04,225686.39,81790.17,5.54,180,PA,CASH_OUT,C,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100740,B-59149,VA,2018-01-11,2028-01-12,325313.5,115284.12,4.241,120,IL,CASH_OUT,C,1-3 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100738,B-16682,JUMBO,2017-06-19,2032-06-20,326183.01,122529.12,3.709,180,FL,PURCHASE,B,10+ years,$0-$50k,CURRENT,0,Servicer_C,2024-01-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100308,B-93679,FHA,2018-10-13,2048-10-13,392374.74,312007.14,3.55,360,IL,PURCHASE,A,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-02-04,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100638,B-51495,FHA,2015-11-12,2045-11-12,257743.82,160945.45,3.571,360,OH,REFINANCE,B,< 1 year,$150k+,CURRENT,0,Servicer_C,2024-01-14,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100082,B-24775,FHA,2023-01-01,2053-01-01,360954.42,140778.88,6.808,360,MI,CASH_OUT,A,4-7 years,$150k+,CURRENT,0,Servicer_C,2024-02-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100062,B-12867,CONVENTIONAL,2018-02-07,2033-02-08,180366.18,155220.77,4.851,180,OH,CASH_OUT,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-04,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100145,B-22326,CONVENTIONAL,2016-12-01,2031-12-02,205226.02,25899.46,4.445,180,FL,CASH_OUT,B,10+ years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100208,B-58168,FHA,2022-03-19,2032-03-19,302092.72,172415.19,2.584,120,PA,CASH_OUT,C,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100516,B-40531,JUMBO,2015-08-09,2045-08-09,179296.49,117852.05,5.354,360,IL,PURCHASE,D,10+ years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100973,B-42759,CONVENTIONAL,2021-11-03,2036-11-03,273767.48,83542.3,2.637,180,CA,CASH_OUT,C,8-10 years,$150k+,CURRENT,0,Servicer_A,2024-01-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100207,B-14884,JUMBO,2023-12-19,2010-01-01,414775.75,190712.75,4.401,120,FL,PURCHASE,D,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-01-26,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100532,B-29845,FHA,2019-04-07,2029-04-07,87225.8,69706.8,2.563,120,NC,REFINANCE,A,1-3 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100318,B-38109,FHA,2020-09-07,2035-09-09,441647.68,272614.64,4.896,180,FL,PURCHASE,A,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-02-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100944,B-21189,CONVENTIONAL,2017-01-11,2047-01-12,438121.45,328489.29,3.09,360,NY,PURCHASE,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-02-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
,B-53028,CONVENTIONAL,2021-07-16,2036-07-16,377078.96,80095.78,4.688,180,TX,PURCHASE,A,1-3 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-30,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100967,B-80049,CONVENTIONAL,2022-02-19,2037-02-19,366172.13,263825.83,7.486,180,FL,PURCHASE,B,10+ years,$50k-$100k,CURRENT,0,Servicer_C,2024-01-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100120,B-46823,VA,2017-10-26,2047-10-27,380921.01,97450.15,3.362,360,PA,CASH_OUT,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100920,B-81768,VA,2023-04-07,2033-04-07,367730.26,49553.79,2.698,120,IL,PURCHASE,B,< 1 year,$150k+,CURRENT,0,Servicer_C,2024-01-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100438,B-16630,FHA,2017-11-21,2047-11-23,364515.38,133827.86,6.088,360,PA,REFINANCE,B,< 1 year,$150k+,CURRENT,0,Servicer_A,2024-02-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100861,B-89437,JUMBO,2021-05-28,2051-05-29,231661.55,185590.04,5.691,360,NC,PURCHASE,B,< 1 year,$150k+,CURRENT,0,Servicer_C,2024-02-21,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100289,B-12455,VA,2021-06-10,2031-06-11,98049.89,86627.95,3.34,120,FL,CASH_OUT,B,8-10 years,$0-$50k,CURRENT,0,Servicer_A,2024-01-29,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100984,B-21437,FHA,2023-07-02,2053-07-02,188425.06,31392.52,6.478,360,IL,PURCHASE,D,1-3 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100857,B-33534,FHA,2019-03-26,2049-03-26,241454.25,67602.58,4.191,360,IL,REFINANCE,D,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-01-14,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100095,B-15903,VA,2021-05-06,2031-05-07,262027.16,241429.29,5.145,120,CA,REFINANCE,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-02-20,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100012,B-70559,FHA,2015-12-09,2025-12-09,112000.58,33358.86,5.567,120,MI,PURCHASE,C,10+ years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100872,B-55828,JUMBO,2016-02-11,2031-02-12,252033.67,229821.88,4.375,180,CA,CASH_OUT,A,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-23,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100921,B-31519,FHA,2015-08-07,2045-08-08,432148.68,309450.94,3.62,360,CA,CASH_OUT,D,1-3 years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-12,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100441,B-83197,VA,2017-08-26,2027-08-26,370023.69,236423.93,5.239,120,FL,CASH_OUT,A,10+ years,$150k+,CURRENT,0,Servicer_A,2024-02-06,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100344,B-40565,VA,2017-02-16,2047-02-17,466573.13,297287.39,5.077,360,OH,PURCHASE,D,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-02-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100848,B-48771,VA,2016-01-30,2026-01-29,441848.44,211770.23,3.152,120,OH,CASH_OUT,C,< 1 year,$0-$50k,CURRENT,0,Servicer_A,2024-02-10,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100336,B-55130,VA,2015-10-13,2045-10-14,102835.15,19591.92,3.362,360,GA,CASH_OUT,D,1-3 years,$150k+,CURRENT,0,Servicer_A,2024-01-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100720,B-47705,CONVENTIONAL,2019-05-16,2034-05-16,491473.86,50000.0,4.644,180,MI,PURCHASE,C,10+ years,$150k+,CLOSED,0,Servicer_B,2024-02-07,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100424,B-15693,JUMBO,2023-05-27,2033-05-27,253731.43,183196.72,4.335,120,NY,CASH_OUT,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_C,2024-01-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100087,B-36725,VA,2017-04-22,2032-04-22,188727.11,32012.25,6.768,180,NY,PURCHASE,B,< 1 year,$100k-$150k,CURRENT,0,Servicer_B,2024-02-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100496,B-76000,FHA,2016-01-11,2046-01-11,200785.27,131453.32,6.239,360,CA,PURCHASE,A,10+ years,$0-$50k,CURRENT,0,Servicer_C,2024-01-26,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100306,B-75223,JUMBO,2021-01-16,2036-01-18,436210.47,254841.23,2.942,180,TX,REFINANCE,B,1-3 years,$150k+,CURRENT,0,Servicer_B,2024-01-23,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100592,B-88336,CONVENTIONAL,2015-09-04,2045-09-05,184529.1,38139.41,5.959,360,NC,REFINANCE,B,1-3 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-19,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100559,B-84816,FHA,2023-02-28,2053-03-01,337073.56,93133.36,4.311,360,MI,CASH_OUT,C,4-7 years,$150k+,CURRENT,0,Servicer_B,2024-02-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100613,B-51655,CONVENTIONAL,2020-11-08,2050-11-09,249765.57,111344.41,3.747,360,CA,PURCHASE,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-01-18,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100815,B-81443,JUMBO,2019-06-19,2029-06-19,255286.89,36401.62,2.673,120,FL,REFINANCE,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-01-15,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100786,B-35769,CONVENTIONAL,2021-03-08,2051-03-10,450599.64,243714.52,5.281,360,CA,CASH_OUT,B,1-3 years,$150k+,CURRENT,0,Servicer_A,2024-02-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100004,B-47237,VA,2021-10-29,2036-10-29,291625.58,32476.85,6.235,180,FL,REFINANCE,C,8-10 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100520,B-35123,FHA,2022-08-04,2032-08-04,105814.13,82389.31,4.082,120,NC,REFINANCE,A,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-08,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100158,B-51170,FHA,2015-08-06,2030-08-06,132399.56,19995.15,4.577,180,OH,CASH_OUT,D,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-01,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100641,B-22456,CONVENTIONAL,2022-03-09,2032-03-09,357408.26,176928.48,2.864,120,TX,REFINANCE,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-11,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100854,B-42239,CONVENTIONAL,2015-01-29,2030-01-30,172729.75,141677.66,4.075,180,IL,REFINANCE,C,8-10 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-03,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100261,B-93393,VA,2023/01/13,2033-01-12,221439.07,57921.92,4.708,120,MI,CASH_OUT,C,1-3 years,$150k+,CURRENT,0,Servicer_B,2024-02-09,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100646,B-61802,FHA,2015-12-23,2030-12-23,488504.77,323115.33,6.949,180,PA,CASH_OUT,C,1-3 years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-23,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100978,B-65224,VA,2021-10-05,2031-10-06,158467.45,148842.35,6.119,120,OH,REFINANCE,C,1-3 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-24,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100821,B-19512,VA,2019-05-01,2034-05-01,180819.95,169317.55,4.151,180,FL,CASH_OUT,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-02-27,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100489,B-46493,FHA,2023-02-04,2033-02-04,368485.4,232692.49,2.681,120,FL,CASH_OUT,C,10+ years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-05,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100709,B-58974,JUMBO,2023-03-03,2033-03-03,86321.33,61777.71,7.329,120,NC,PURCHASE,C,8-10 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-04,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100946,B-49918,VA,2021-07-06,2036-07-06,450612.73,123534.24,7.294,180,NC,REFINANCE,D,10+ years,$150k+,CURRENT,0,Servicer_B,2024-01-13,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100192,B-70012,FHA,2018-07-26,2028-07-26,278317.5,120638.93,4.437,120,GA,REFINANCE,D,4-7 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-25,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100902,B-48346,FHA,2016-12-17,2046-12-19,429034.8,54030.4,3.593,360,CA,CASH_OUT,C,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-01-31,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100143,B-87857,FHA,2021-05-03,2031-05-04,266811.31,206163.53,5.79,120,NY,REFINANCE,D,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100442,B-56592,VA,2015-05-07,2045-05-07,474209.09,97799.31,3.488,360,NC,PURCHASE,B,1-3 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-16,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100370,B-28935,CONVENTIONAL,2023-04-16,2033-04-16,178975.86,128684.58,3.008,120,MI,CASH_OUT,C,< 1 year,$150k+,CURRENT,0,Servicer_B,2024-01-28,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
L-100620,B-62197,FHA,2021-03-22,2051-03-23,127876.02,36966.09,7.372,360,MI,CASH_OUT,A,1-3 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-14,2026-09-14T16:24:39,AVAILABLE,ORIGINATION_DB
